title,content,portalText
بول بيتي,"صندوق معلومات شخص
بول بيتي انج  لوس انجلوس في الولايات المتحده ؛ شاعر وروائي امريكي ردمك يونيو يعتبر اول امريكي يحصل علي جائزه المان بوكر الادبيه البريطانيه وذلك عن روايه خيانه  التي تحكي قصه شاب اسود يحاول اعاده العبوديه الي لوس انجلوس استشهاد ويب
موقع
لغه
مسار ارشيف تاريخ ارشيف

الجوائز
جائزه بوكر الادبيه

روابط خارجيه
روابط فنيه
المصادر
مراجع
جائزه بوكر الادبيه
شريط بوابات لوس انجلوس شعر ادب امريكي اعلام ادب الولايات المتحده

ضبط استنادي

بذره كاتب امريكي
روابط شقيقه

تصنيف اشخاص جامعه كولومبيا
تصنيف افارقه امريكيون في القرن
تصنيف افارقه امريكيون في القرن
تصنيف انثولوجيون
تصنيف حائزون علي جائزه بوكر الادبيه
تصنيف خريجو جامعه بوسطن
تصنيف خريجو كليه بروكلين
تصنيف روائيون افارقه امريكيون
تصنيف روائيون امريكيون
تصنيف روائيون امريكيون في القرن
تصنيف روائيون امريكيون في القرن
تصنيف روائيون من ولايه نيويورك
تصنيف شعراء امريكيون
تصنيف شعراء امريكيون افارقه
تصنيف شعراء امريكيون في القرن
تصنيف شعراء امريكيون في القرن
تصنيف فكاهيون امريكيون
تصنيف كتاب امريكيون افارقه
تصنيف كتاب امريكيون في القرن
تصنيف كتاب امريكيون في القرن
تصنيف كتاب من لوس انجلوس
تصنيف مواليد
تصنيف هيئه تدريس جامعه كولومبيا",أدب أمريكي
إيرنست كلاين,"صندوق معلومات شخص
الصوره
ايرنست كريستي كلاين ولد في مارس هو روائي اميركي متحدث بليغ وكاتب للسيناريو مشهور بسبب تاليفه لروايه ريدي بلاير وان وارمادا  كما شارك في كتابه سيناريو الفيلم ريدي بلاير وان المبني علي روايته الفيلم من اخراج ستيفن سبيلبرغ

حياته الشخصيه
ولد كلاين في اشلاند اوهايو ولد لفاي ايموجين ويليامز وارنست كريستي كلاين استشهاد ويب مسار عنوان نسخه مؤرشفه تاريخ الوصول ديسمبر مسار ارشيف تاريخ ارشيف ابريل حاله المسار شقيقه الاصغر اريك هو رائد في قوات مشاه البحريه الامريكيه وهو فني متخصص في التخلص من الذخائر المتفجره التخلص من الذخائر المتفجره عنوان مولد بالبوت يناير وهو متزوج من الشاعره والكاتبه كريستين اوكيف الذي التقي بها في عام استشهاد بخبر عنوان مسار ناشر تاريخ مسار ارشيف تاريخ ارشيف سبتمبر

الخيال
باع كلاين حقوق نشر الروايه في حزيران يونيه  بعد حرب مزايده علي الحقوق فازت مجموعه التاج للنشر احدي الشركات التابعه لدار النشر راندوم هاوس وتم نشر الروايه في اغسطس عام الروايه المسموعه تمت بصوت ويل ويتون الذي يحدث ايضا انه احد شخصيات الروايه وهو يتنصب نائب رئيس الواحه حقوق تحويل الفيلم الي روايه بيعت في اليوم التالي الي وارنر بروس ومعها كلاين بالمشاركه كتابه السيناريو استشهاد ويب


الروايه الثانيه لكلاين ارمادا صدرت في يوليو من قبل مجموعه التاج للنشر استشهاد ويب


روابط خارجيه
روابط فنيه
المراجع
مراجع
تصنيف كومنز
شريط بوابات قصص مصوره خيال علمي ادب امريكي اعلام الولايات المتحده تمثيل
ضبط استنادي

تصنيف ايرنست كلاين
تصنيف اشخاص علي قيد الحياه
تصنيف اشخاص من اشلاند اوهايو
تصنيف روائيون امريكيون
تصنيف روائيون امريكيون في القرن
تصنيف روائيون من اوهايو
تصنيف روائيون من تكساس
تصنيف صحفيون من اوهايو
تصنيف فكاهيون امريكيون
تصنيف كتاب امريكيون في القرن
تصنيف كتاب سيناريو امريكيون
تصنيف كتاب سيناريو من اوهايو
تصنيف كتاب سيناريو من تكساس
تصنيف كتاب غير روائين امريكيون في القرن
تصنيف كتاب من اوستن تكساس
تصنيف كتاب هجائيون امريكيون
تصنيف كتاب ومؤلفو قصص مصوره امريكيون
تصنيف كوميديون امريكيون
تصنيف كوميديون امريكيون في القرن
تصنيف كوميديون من اوهايو
تصنيف مدونون امريكيون
تصنيف مدونون ومدونات امريكيون
تصنيف ملحدون امريكيون
تصنيف ممثلو افلام امريكيون
تصنيف ممثلون من ولايه اوهايو
تصنيف مواليد
تصنيف مواليد في اشلاند اوهايو",أدب أمريكي
كانديس روب,"يتيمه تاريخ اكتوبر
صندوق معلومات شخص
كانديس روب انج سبتمبر  تايلورزفيل في الولايات المتحده ؛ كاتب مؤلف كاتبه وروائيه امريكيه استشهاد بخبر الاخير الاول عنوان مسار ناشر تاريخ الوصول تاريخ مسار ارشيف تاريخ ارشيف

تحديد
المصادر
مراجع
شريط بوابات ادب امريكي اعلام المراه ادب الولايات المتحده انجلترا
بذره كاتب انجليزي
مواقع التواصل الاجتماعي
ضبط استنادي

تصنيف اشخاص علي قيد الحياه
تصنيف روائيات انجليزيات
تصنيف روائيات تاريخيات
تصنيف روائيون تاريخيون بريطانيون
تصنيف كاتبات انجليزيات في القرن
تصنيف كاتبات انجليزيات في القرن
تصنيف كاتبات بريطانيات في القرن
تصنيف كاتبات بريطانيات في القرن
تصنيف كتاب انجليز في القرن
تصنيف كتاب من خيال تاريخي تقع احداثها في العصور الوسطي
تصنيف مواليد",أدب أمريكي
كانديس كامب,"يتيمه تاريخ نوفمبر
صندوق معلومات شخص
كانديس كامب انج مايو  اماريلو في الولايات المتحده ؛ كاتب مؤلف كاتبه وروائيه امريكيه استشهاد عنوان تاريخ سنه مسار تاريخ الوصول مسار ارشيف تاريخ ارشيف

تحديد
المصادر
مراجع
شريط بوابات ادب امريكي اعلام المراه ادب الولايات المتحده
بذره كاتب امريكي
ضبط استنادي

تصنيف خريجو جامعه تكساس في اوستن
تصنيف روائيات امريكيات
تصنيف روائيون امريكيون في القرن
تصنيف روائيون امريكيون في القرن
تصنيف روائيون من تكساس
تصنيف كاتبات امريكيات في القرن
تصنيف كاتبات امريكيات في القرن
تصنيف مواليد",أدب أمريكي
ماكس كروفورد,"يتيمه تاريخ اكتوبر
صندوق معلومات شخص
ماكس كروفورد انج اغسطس  لوبوك في الولايات المتحده اكتوبر  ميسولا مونتانا ميسولا في الولايات المتحده ؛ روائي امريكي استشهاد ويب مسار عنوان ناشر تاريخ تاريخ الوصول مسار ارشيف تاريخ ارشيف مارس استشهاد ويب مسار عنوان ناشر تاريخ الوصول مسار ارشيف تاريخ ارشيف استشهاد بكتاب مسار عنوان ناشر تاريخ تاريخ الوصول مسار ارشيف تاريخ ارشيف

تحديد

روابط خارجيه
روابط فنيه
المصادر
مراجع
شريط بوابات ادب امريكي اعلام ادب الولايات المتحده
بذره كاتب امريكي
ضبط استنادي
تصنيف اشخاص من لوبوك
تصنيف خريجو جامعه ستانفورد
تصنيف روائيون امريكيون
تصنيف روائيون امريكيون في القرن
تصنيف روائيون امريكيون في القرن
تصنيف روائيون تاريخيون امريكيون
تصنيف روائيون من تكساس
تصنيف كتاب امريكيون في القرن
تصنيف كتاب امريكيون في القرن
تصنيف مواليد
تصنيف وفيات",أدب أمريكي
كيفن أودونيل جونيور,"يتيمه تاريخ نوفمبر
صندوق معلومات شخص
كيفن اودونيل جونيور انج نوفمبر  كليفلاند اوهايو كليفلاند في الولايات المتحده نوفمبر  كليفلاند اوهايو كليفلاند في الولايات المتحده ؛ روائي امريكي درس في جامعه يل مايو استشهاد ويب مسار عنوان تاريخ الوصول مسار ارشيف تاريخ ارشيف استشهاد ويب عنوان عمل مسار تاريخ الوصول مسار ارشيف تاريخ ارشيف مارس

تحديد
المصادر
مراجع
شريط بوابات ادب امريكي اعلام ادب الولايات المتحده
بذره كاتب امريكي
ضبط استنادي

تصنيف خريجو جامعه يل
تصنيف روائيون امريكيون
تصنيف روائيون امريكيون في القرن
تصنيف روائيون من اوهايو
تصنيف كتاب امريكيون في القرن
تصنيف كتاب خيال علمي امريكيون
تصنيف كتاب قصه قصيره ذكور امريكيون
تصنيف كتاب قصه قصيره امريكيون في القرن
تصنيف كتاب من كليفلاند
تصنيف مواليد
تصنيف وفيات
تصنيف وفيات بسبب سرطان الرئه",أدب أمريكي
سافاير (مؤلفة),"يتيمه تاريخ نوفمبر
صندوق معلومات شخص
سافاير انج اغسطس في الولايات المتحده ؛ كاتب مؤلف كاتبه  شاعره وروائيه امريكيه استشهاد ويب مسار عنوان عمل مسار ارشيف تاريخ ارشيف يناير

تحديد

روابط خارجيه
روابط فنيه
المصادر
مراجع
شريط بوابات شعر ادب امريكي اعلام المراه ادب الولايات المتحده
بذره كاتب امريكي
ضبط استنادي
روابط شقيقه
تصنيف اسماء قلميه
تصنيف اشخاص علي قيد الحياه
تصنيف افريقيات امريكيات في القرن
تصنيف افريقيات امريكيات في القرن
تصنيف خريجو كليه بروكلين
تصنيف روائيات امريكيات
تصنيف روائيون افارقه امريكيون
تصنيف روائيون امريكيون في القرن
تصنيف روائيون امريكيون في القرن
تصنيف روائيون مثليون
تصنيف روائيون مثليون امريكيون
تصنيف شاعرات امريكيات
تصنيف شخصيات ال جي بي تي من كاليفورنيا
تصنيف شعراء امريكيون افارقه
تصنيف شعراء امريكيون في القرن
تصنيف شعراء امريكيون في القرن
تصنيف شعراء مثليون امريكيون
تصنيف شعراء مثليون ومثليات ومزدجو التوجه الجنسي ومتحولون جنسيا
تصنيف كاتبات امريكيات افريقيات
تصنيف كاتبات امريكيات في القرن
تصنيف كاتبات امريكيات في القرن
تصنيف كتاب مثليون من الولايات المتحده
تصنيف كتاب من كاليفورنيا
تصنيف مواليد
تصنيف نساء ثنائيات الميول الجنسيه",أدب أمريكي
ربيع علم الدين,"يتيمه تاريخ ديسمبر
صندوق معلومات شخص
ربيع علم الدين انج رسام وكاتب لبناني امريكي

حياته
ولد ربيع علم الدين في عمان مدينه عمان بالاردن من عائله درزيه لبنانيه  سان فرانسيسكو كرونيكل استشهاد ويب مسار عنوان نسخه مؤرشفه تاريخ الوصول مايو تاريخ ارشيف يوليو مسار ارشيف كان والداه درزين بينما يعتبر ربيع نفسه ملحدا نص جامعه جنوب المسيسيبي اغسطس نشا وترعرع في الكويت ولبنان  ثم انفصل عن عائلته مع انطلاق الحرب الاهليه اللبنانيه في سن السابعه عشر؛ ليعيش بمفرده اولا في انجلترا ثم في كاليفورنيا حصل علم الدين علي شهاده في الهندسه من جامعه كاليفورنيا لوس انجلوس جامعه كاليفورنيا في لوس انجلوس  وماجستير في اداره الاعمال من جامعه سان فرانسيسكو

بدا علم الدين مسيرته المهنيه كمهندس ثم انتقل الي الكتابه والرسم حيث الف اربع روايات ومجموعه قصصيه واشتهر بعد صدور روايته الحكواتي عن دار نوف في نيويورك التي اثارت ضجه كبري في مختلف الدوائر الادبيه والنقديه واقام مجموعه من المعارض للوحاته كان اخرها في النرويج عام  وحصل علي زماله غوغنهايم في عام يتنقل علم الدين في العيش بين مدينتي سان فرانسيسكو وبيروت

حصل علي جائزه دائره نقاد الكتب الوطنيه سنه وفاز بالميداليه الذهبيه لجوائز الكتاب في كاليفورنيا عن روايه امراه لا لزوم لها استشهاد ويب
كما حصل في علي جائزه فيمينا لافضل روايه مترجمه الي الفرنسيه عن ذات الروايه بعد ان ترجمت الي الفرنسيه في استشهاد ويب
موقع
مسار ارشيف تاريخ ارشيف استشهاد ويب
موقع

وفي عام فاز بجائزه الكتاب العربي الامريكي وجائزه لامبدا الادبيه لروايات المثلين عن روايه ملاك التاريخ المتحف العربي الامريكي القومي اكتوبر

اعماله
يكتب ربيع اعماله باللغه الانجليزيه  وتنشر في الولايات المتحده  واغلبها يتم ترجمته الي اللغه العربيه والعديد من اللغات الاخري ومن اشهر اعماله

كولايدس فن الحرب انج
السابق قصص انج
انا الالهي روايه في الفصول الاولي انج
الحكاواتي انج
امراه لا لزوم لها انج  استشهاد ويب
موقع
لغه
ملاك التاريخ روايه انج

مراجع
مراجع

وصلات خارجيه
روابط فنيه

موقع رسمي
ربيح علم الدين علي موقع ريد روم
ضبط استنادي
شريط بوابات ادب امريكي اعلام الحاد الولايات المتحده رسم روايات فنون مرئيه لبنان
تصنيف كومنز
مواقع التواصل الاجتماعي
تصنيف اشخاص علي قيد الحياه
تصنيف اشخاص من بيروت
تصنيف اشخاص من مدينه عمان
تصنيف امريكيون من اصل لبناني
تصنيف حائزون علي زماله غوغنهايم
تصنيف دروز امريكيون
تصنيف روائيون امريكيون
تصنيف روائيون امريكيون في القرن
تصنيف روائيون امريكيون في القرن
تصنيف روائيون مثليون
تصنيف روائيون مثليون امريكيون
تصنيف شخصيات ال جي بي تي من لبنان
تصنيف فنانون اردنيون
تصنيف فنانون لبنانيون معاصرون
تصنيف فنانون مثليون
تصنيف فنانون من بيروت
تصنيف فنانون من سان فرانسيسكو
تصنيف كتاب امريكيون في القرن
تصنيف كتاب امريكيون في القرن
تصنيف كتاب قصه قصيره امريكيون
تصنيف كتاب قصه قصيره ذكور امريكيون
تصنيف كتاب ما بعد الحداثه
تصنيف كتاب مثليون
تصنيف كتاب مثليون من الولايات المتحده
تصنيف كتاب من بيروت
تصنيف كتاب من سان فرانسيسكو
تصنيف كتاب وكاتبات لبنانيون
تصنيف ملحدون لبنانيون
تصنيف مهاجرون لبنانيون الي الولايات المتحده
تصنيف مواليد",أدب أمريكي
شيرلي جاكسون,"صندوق معلومات كاتب
الاسم
صوره
حجم الصوره
الاسم الادبي
اسم الميلاد
مكان الميلاد
مكان الوفاه
مكان الدفن
الوظيفه
الجنسيه
الاثنيه
المواطنه
المدرسه الام
الفتره
لغه المؤلفات
النوع
الموضوع
الحركه
اعمال هامه
تزوج
اطفال
اقارب
تاثر ب
اثر في
جوائز
توقيع
الموقع
ويكي مصدر
ادب

شيرلي هاردي جاكسون انج ديسمبر اغسطس هي كاتبه امريكيه اشتهرت باعمالها في مجالي الرعب والغموض بصوره رئيسيه طيله فتره مسيرتها المهنيه في الكتابه والتي امتدت لعقدين من الزمان الفت ست روايه ادب روايات  ومذكرتين وما يزيد عن قصه قصيره

ولدت جاكسون في سان فرانسيسكو بولايه كاليفورنيا  والتحقت بجامعه سيراكيوز في نيويورك حيث شاركت في المجله الادبيه للجامعه والتقت بزوجها المستقبلي ستانلي ادغار هايمان استقر الزوجان في نورث بينينغتون فيرمونت في عام  بعد ان بدا هايمان بالعمل ناقدا ادبيا وشرعت جاكسون بالكتابه

بعد نشر روايتها الاولي الطريق عبر الجدار  وهي شبه سيره ذاتيه تتحدث عن طفولتها في كاليفورنيا  حظيت جاكسون باهتمام عام كبير لقصتها القصيره اليانصيب  التي توضح الجانب السفلي المشؤوم لقريه امريكيه ريفيه واصلت نشر العديد من القصص القصيره في المجلات والمجلات الادبيه طيله خمسينيات القرن العشرين جمع البعض منها واعيد اصدارها في مذكرتها بعنوان الحياه بين الهمجين لعام في عام  نشرت اشباح منزل هيل  وهي روايه رعب خارقه للطبيعه ينظر لها الكثير علي انها واحده من افضل قصص الاشباح علي الاطلاق

كانت جاكسون امراه منعزله وبقيت في نورث بينينغتون خلال الاعوام الاخيره من حياتها وعزفت عن مناقشه عملها مع الجمهور بحلول ستينيات القرن العشرين بدات صحتها تتدهور بصوره كبيره نتيجه لزياده وزنها وتدخين السجائر مما تسبب في نهايه المطاف بوفاتها جراء مرض في القلب في عام في سن عاما استشهد بجاكسون بوصفها ذات تاثير علي مجموعه متنوعه من المؤلفين ومنهم نيل غيمان  وستيفن كينغ  وساره وترز  ونايجل نيل  وكلير فولر  وجوان هاريس  استشهاد بخبر
وصله مؤلف
الغارديان
مكان
موقع
مسار ارشيف تاريخ ارشيف الاشتراك مطلوب مسار الارشيف تاريخ الارشيف اكتوبر

نشاتها
ولدت جاكسون في ديسمبر  استشهاد ويب
موقع
موقع
موقع لوس انجلوس تايمز
موقع
موقع
موقع

جوائز وترشيحات
حصلت علي جوائز منها
بدايه تحديث الي جوائز
جائزه ادغار
نهايه تحديث الي جوائز
ترشحت ل
الجائزه الوطنيه للكتاب عن فئه الخيال  عن عمل
وصلات خارجيه
روابط فنيه

مراجع
مراجع
شريط بوابات ادب ادب اطفال ادب امريكي اعلام اعلام المراه الولايات المتحده حكايات الرعب خيال علمي روايات كاليفورنيا كتابه
ضبط استنادي

تصنيف شيرلي جاكسون
تصنيف اشخاص من بينينغتون فيرمونت
تصنيف حائزون علي جائزه ادغار
تصنيف خريجو جامعه سيراكيوز
تصنيف روائيات امريكيات
تصنيف روائيون امريكيون في القرن
تصنيف روائيون من فيرمونت
تصنيف كاتبات امريكيات في القرن
تصنيف كاتبات رعب
تصنيف كاتبات غموض
تصنيف كاتبات قصه قصيره امريكيات
تصنيف كاتبات مذكرات
تصنيف كاتبات مذكرات امريكيات
تصنيف كتاب رعب امريكيون
تصنيف كتاب قصه قصيره امريكيون في القرن
تصنيف كتاب مذكرات امريكيون
تصنيف كتاب مذكرات في القرن
تصنيف كتاب من رعب قوطي
تصنيف كتاب من سان فرانسيسكو
تصنيف مواليد
تصنيف وفيات
تصنيف كتاب مذكرات امريكيون في القرن",أدب أمريكي
جيمس كان (روائي),"وضح جيمس كان توضيح
يتيمه تاريخ اكتوبر
صندوق معلومات كاتب
الاسم
صوره
حجم الصوره
الاسم الادبي
اسم الميلاد
مكان الميلاد
مكان الوفاه
مكان الدفن
الوظيفه
الجنسيه
الاثنيه
المواطنه
المدرسه الام
الفتره
لغه المؤلفات
النوع
الموضوع
الحركه
اعمال هامه
تزوج
اطفال
اقارب
تاثر ب
اثر في
جوائز
توقيع
الموقع
ويكي مصدر
ادب

جيمس كان انج وعام م هو روائي  وكاتب مؤلف كاتب  وكاتب سيناريو  وكاتب خيال علمي امريكي ولد في شيكاغو  بدا مشواره المهني سنه استشهاد بكتاب الاخير الاول عنوان مسار سنه ناشر صفحات مسار ارشيف تاريخ ارشيف نوفمبر استشهاد ويب مسار عنوان موقع مسار ارشيف تاريخ ارشيف مارس يوتيوب
التعليم
تعلم في جامعه شيكاغو

وصلات خارجيه
روابط فنيه

اسم قاعده بيانات الافلام علي الانترنت
مراجع
مراجع
شريط بوابات تمثيل ادب امريكي اعلام روايات كتابه الولايات المتحده
بذره كاتب سيناريو امريكي
ضبط استنادي
تصنيف اشخاص علي قيد الحياه
تصنيف خريجو جامعه شيكاغو
تصنيف روائيون امريكيون
تصنيف روائيون امريكيون في القرن
تصنيف روائيون من الينوي
تصنيف كتاب امريكيون في القرن
تصنيف كتاب تلفاز
تصنيف كتاب تلفاز امريكيون
تصنيف كتاب سيناريو امريكيون
تصنيف كتاب سيناريو من الينوي
تصنيف كتاب من شيكاغو
تصنيف مواليد
تصنيف كتاب تلفاز ذكور امريكيون",أدب أمريكي
اختبار حمض الكولايد الكهربائي,"صندوق معلومات كتاب
اختبار حمض الكولايد الكهربائي انج هو كتاب لاخيالي يروي احداثا حقيقيه للكاتب الاميركي توم ولف صدر عام يذكر الكتاب اليوم باعتباره احد اولي الامثله ويمكن القول انه اكثرها شعبيه للاسلوب الادبي المعروف باسم الصحافه الجديده يقدم ولف قصه تجاربه مع كين كيسي واتباعه من جماعه المخادعين المرحين  الذين يسافرون الولايات المتحده في حافله مدرسيه ذات الالوان الزاهيه تدعي فرذر يكتب باسلوب ومعناه بالعربيه ابعد اماما  استشهاد بخبر مسار عنوان الاخير الاول تاريخ عمل تاريخ الوصول لغه مسار ارشيف تاريخ ارشيف يوليو كما لو كانت خبره مباشره اشتهر كيسي والمخادعون لاستخدامهم ل ثنائي ايثيل اميد حمض الليسرجيك ومخدرات منشطه نفسيا اخري رغبه في الوصول الي تجربه الذاتيه المشتركه ويروي الكتاب قصه اختبارات الحمض حفل يتناول فيها مشروب كولايد حل فيه الحمض لتحقيق رحله جماعيه  ولقاءات المجموعه مع شخصيات بارزه في ذلك الزمن ممن فيهم كتاب مشهورين وعصابه الدراجات الناريه ملائكه الجحيم وفرقه ذا جريتفل ديد  ويصف كذلك عزله كيسي الي المكسيك واعتقالاته المتعدده

مراجع
مراجع
وصلات خارجيه
روابط فنيه

الموقع الرسمي ايقونه انجليزيه
شريط بوابات كاليفورنيا سان فرانسيسكو ادب امريكي الولايات المتحده كتب
بذره كتاب

تصنيف ثقافه مضاده في عقد
تصنيف روايات غير خياليه
تصنيف كتب
تصنيف كتب توم ولف
تصنيف كتب سفر امريكيه
تصنيف كتب عن منطقه خليج سان فرانسيسكو
تصنيف مذكرات عن عقاقير",أدب أمريكي
